hhid,b_07,b_08,b_09,e_01,e_03,e_05,e_05_oth,e_06,e_07,f_01_wage,f_01_salaried,f_01_own_crops,f_01_own_livestock,f_01_own_fishing,f_01_non_farm_enterprise,f_01_no_employment,f_05_not_interested,f_05_slack_season,f_05_could_not_find,f_05_ill_old,f_05_children_family,f_05_movement_restrictions,f_05_conflict_violence,f_05_not_safe_health_reasons,j_01,j_07_violence,j_07_theft,j_07_intra_household_conflict,j_07_none,j_07_97,j_08,k_01_sell_assets,k_02_01,k_02_02,k_02_03,k_02_04,k_02_05,k_02_06,k_02_07,k_02_08,k_02_09,k_02_10,k_02_11,k_02_12,k_02_99,k_03_mortgage_assets,k_04_01,k_04_02,k_04_03,k_04_04,k_04_05,k_04_06,k_04_07,k_04_08,k_04_09,k_04_99,k_05_consumed_seed_stock,k_06_reduced_agriculture,k_07_spend_savings,k_08_reduced_healthcare,k_09_reduced_nfi,k_10_reduced_food,k_11_borrow_food,k_12_borrow_money,k_13_migrate,k_14_children_work,k_15_risky_activity,k_16,k_17,l2_02_a,l2_02_b,l2_vegetables1,l2_03_a,l2_03_b,l2_vegetables2,l2_04_a,l2_04_b,l2_vegetables3,l2_05_a,l2_05_b,l2_staples1,l2_06_a,l2_06_b,l2_staples2,l2_07_a,l2_07_b,l2_pulses1,l2_08_a,l2_08_b,l2_pulses2,l2_09_a,l2_09_b,fcs_dairy,l2_10_a,l2_10_b,l2_protein_seafood,l2_11_a,l2_11_b,l2_protein_meat,l2_12_a,l2_12_b,l2_protein_eggs,l2_13_a,l2_13_b,l2_fruits1,l2_14_a,l2_14_b,l2_fruits2,fcs_sugar,fcs_fat,state,township_code,fcs_vegetables,fcs_staples,fcs_protein,fcs_pulses,fcs_fruits,hhfcs,hhfcs_inv,education_level,physical_security,rural_urban,rural,natural_hazards,csi_unweighted,csi_weighted,not_improved_floor,not_improved_water,not_improved_sanitation,no_electricity,not_improved_housing,insecure,count
303042,1,7,2,6,1,9,0,3,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,0,1,7,0,2,0,0,1,3,0,1,7,0,2,0,0,1,2,0,2,0,0,2,0,0,1,7,0,2,0,0,2,1,0,2,0,0,2,1,0,3,Ayeyarwady,NA,7,7,7,2,1,57.5,0.441025641025641,0.631578947368421,0.3333333333333333,rural,1,0,18,12,0,1,1,0,1,0,1
303043,1,4,1,1,1,9,0,2,9,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,3,0,1,7,0,2,0,0,1,5,0,1,7,0,1,5,0,2,0,0,2,0,0,2,0,0,1,3,0,2,0,0,1,3,0,2,0,0,1,1,2,7,Ayeyarwady,NA,7,7,3,0,1,38.5,0.24615384615384617,0.7894736842105263,0,rural,1,0,27,18.5,0,1,0,1,1,0,1
303044,1,4,2,1,1,9,0,2,6,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,0,1,4,0,2,0,0,1,4,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,7,0,2,0,0,2,1,0,2,0,0,2,0,2,7,Ayeyarwady,NA,4,7,7,0,0,50.5,0.36923076923076925,0.7894736842105263,0.3333333333333333,rural,1,0,22,16.5,0,1,0,0,1,0,1
303045,1,4,2,6,1,9,0,2,7,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,1,2,0,2,0,0,2,2,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,5,0,2,0,0,2,0,0,2,0,0,2,0,1,7,Ayeyarwady,NA,2,7,5,0,0,40,0.26153846153846155,0.7894736842105263,0,rural,1,0,22,15,0,1,0,0,1,0,1
303046,1,5,2,1,1,9,0,2,6,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,2,0,1,2,0,2,0,0,1,2,0,1,7,0,2,0,0,1,1,0,2,0,0,2,0,0,1,2,0,2,0,0,1,1,0,2,1,0,1,1,2,7,Ayeyarwady,NA,2,7,2,1,1,32.5,0.18461538461538463,0.7368421052631579,0.3333333333333333,rural,1,0,25,18,0,1,0,0,1,0,1
303047,1,15,1,1,1,8,0,2,6,2,2,2,1,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,0,0,1,3,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,4,0,2,0,0,2,1,0,2,0,0,1,2,0,7,Ayeyarwady,NA,3,7,4,0,2,38.5,0.24615384615384617,0.21052631578947367,0.3333333333333333,rural,1,0,28,20,0,1,0,0,1,0,1
303048,1,5,2,6,1,9,0,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,0,1,1,0,2,0,0,1,2,0,1,7,0,2,0,0,1,1,0,2,0,0,2,0,0,1,4,0,2,0,0,2,1,0,2,0,0,2,1,0,7,Ayeyarwady,NA,2,7,4,1,1,39.5,0.2564102564102564,0.7368421052631579,0.3333333333333333,rural,1,0,22,15,0,1,0,0,1,0,1
303049,1,15,1,1,1,2,0,2,6,1,2,1,1,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,2,0,1,4,0,2,2,0,1,7,0,1,7,0,2,5,0,2,0,0,2,0,0,1,2,0,1,7,0,1,3,0,2,4,0,2,2,0,1,5,7,7,Ayeyarwady,NA,7,7,7,0,5,69,0.558974358974359,0.21052631578947367,0,rural,1,0,21,16,0,0,0,0,1,0,1
303050,1,4,2,3,1,9,0,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,0,2,3,0,2,3,0,2,3,0,1,7,0,1,5,0,2,0,0,2,0,0,2,0,0,1,4,0,1,2,0,2,1,0,2,0,0,2,1,3,7,Ayeyarwady,NA,3,7,4,0,1,39,0.2512820512820513,0.7894736842105263,0,rural,1,0,24,18,0,1,0,0,0,0,1
303051,1,4,1,1,1,5,0,2,6,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,2,0,2,2,0,1,3,0,1,7,0,2,0,0,1,2,0,2,2,0,2,7,0,1,7,0,2,3,0,2,1,0,2,0,0,1,7,7,7,Ayeyarwady,NA,3,7,7,2,7,93,0.8051282051282052,0.7894736842105263,0.3333333333333333,rural,1,0,24,17.5,0,0,0,0,1,0,1
303052,1,16,1,2,1,3,0,2,6,2,1,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,0,1,7,0,2,2,0,1,7,0,1,7,0,1,2,0,1,3,0,1,3,0,2,2,0,1,7,0,1,2,0,1,2,0,2,2,0,1,5,3,7,Ayeyarwady,NA,7,7,7,3,5,76,0.6307692307692307,0.15789473684210525,0.6666666666666666,rural,1,1,24,16.5,0,0,0,0,1,1,1
303053,1,10,1,4,1,5,0,1,6,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,1,3,0,1,7,0,2,0,0,2,2,0,2,0,0,2,0,0,1,4,0,1,3,0,2,2,0,2,0,0,1,3,7,7,Ayeyarwady,NA,3,7,4,2,3,49,0.35384615384615387,0.47368421052631576,0.3333333333333333,rural,1,0,28,20,0,0,0,0,0,0,1
303054,1,11,1,1,1,4,0,2,6,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,0,1,4,0,2,4,0,1,4,0,1,7,0,1,7,0,2,3,0,1,3,0,2,7,0,1,7,0,2,0,0,2,3,0,2,3,0,2,0,7,7,Ayeyarwady,NA,4,7,7,3,3,93,0.8051282051282052,0.42105263157894735,0,rural,1,0,26,18,0,0,0,0,1,0,1
303055,1,10,1,4,1,5,0,1,6,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,2,0,0,2,4,0,1,7,0,1,2,0,2,3,0,2,2,0,2,0,0,1,2,0,1,4,0,2,3,0,2,4,0,2,0,7,7,Ayeyarwady,NA,4,7,4,3,4,54,0.40512820512820513,0.47368421052631576,0.3333333333333333,rural,1,0,28,20,0,0,0,0,0,0,1
303056,1,16,2,2,1,3,0,2,6,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,2,0,1,5,0,2,1,0,1,7,0,1,7,0,2,1,0,1,1,0,2,2,0,2,0,0,1,7,0,2,0,0,1,7,0,2,1,0,2,1,7,7,Ayeyarwady,NA,7,7,7,2,1,63,0.49743589743589745,0.15789473684210525,0.3333333333333333,rural,1,0,17,13,0,0,0,0,1,0,1
303057,1,10,1,1,1,3,0,2,6,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,2,0,1,6,0,1,3,0,1,2,0,1,7,0,1,7,0,2,2,0,2,0,0,2,1,0,1,4,0,1,4,0,2,3,0,2,3,0,2,0,5,7,Ayeyarwady,NA,6,7,4,2,3,55,0.4153846153846154,0.47368421052631576,0,rural,1,0,21,15,0,0,0,0,1,0,1
303058,1,2,2,1,1,7,0,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,3,0,1,4,0,1,2,0,1,3,0,1,7,0,1,2,0,2,1,0,1,1,0,2,0,0,1,7,0,2,0,0,2,3,0,1,2,0,2,0,2,7,Ayeyarwady,NA,4,7,7,1,2,55.5,0.4205128205128205,0.8947368421052632,0,rural,1,0,17,12,0,1,0,0,1,0,1
303059,1,3,2,2,2,7,0,2,9,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,2,0,0,1,2,0,2,0,0,1,2,0,1,7,0,2,3,0,2,1,0,2,4,0,2,0,0,1,7,0,2,2,0,2,3,0,2,1,0,2,3,4,7,Ayeyarwady,NA,2,7,7,4,3,64.5,0.5128205128205128,0.8421052631578947,0.6666666666666666,rural,1,0,23,15.5,1,1,0,1,1,1,1
303060,1,4,2,1,1,7,0,2,6,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,2,0,1,3,0,2,0,0,1,3,0,1,7,0,1,2,0,2,1,0,2,2,0,2,0,0,1,5,0,2,1,0,2,1,0,2,1,0,2,0,2,7,Ayeyarwady,NA,3,7,5,2,1,48.5,0.3487179487179487,0.7894736842105263,0.6666666666666666,rural,1,0,23,15.5,0,1,0,0,1,1,1
303061,2,11,2,1,1,6,0,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,1,4,0,2,1,0,1,3,0,1,7,0,1,7,0,1,3,0,2,1,0,2,0,0,1,2,0,1,2,0,1,2,0,2,0,0,1,1,7,7,Chin,NA,4,7,2,3,1,43,0.2923076923076923,0.42105263157894735,0.3333333333333333,urban,0,0,23,16.5,0,1,0,0,1,0,1
303062,1,10,1,1,1,6,0,2,1,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,4,0,2,2,0,1,4,0,1,7,0,1,1,0,2,1,0,2,0,0,2,3,0,1,7,0,2,2,0,2,1,0,2,0,0,1,2,3,7,Ayeyarwady,NA,4,7,7,1,2,68,0.5487179487179488,0.47368421052631576,0,rural,1,1,25,17,0,1,0,0,1,0,1
303063,1,10,1,3,2,9,0,2,6,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,2,0,1,3,0,2,2,0,2,0,0,1,7,0,2,0,0,1,2,0,2,0,0,2,0,0,1,7,0,2,7,0,1,1,0,2,0,0,2,2,3,7,Ayeyarwady,NA,3,7,7,2,2,58,0.4461538461538462,0.47368421052631576,0.3333333333333333,rural,1,1,27,18.5,1,1,0,0,0,0,1
303064,1,16,1,1,1,3,0,2,6,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,3,0,2,0,0,1,5,0,1,7,0,2,0,0,1,2,0,1,1,0,2,0,0,1,7,0,2,3,0,2,2,0,2,2,0,1,2,2,7,Ayeyarwady,NA,5,7,7,2,2,59.5,0.46153846153846156,0.15789473684210525,0.3333333333333333,rural,1,1,30,20,0,0,0,0,1,0,1
303065,1,11,2,1,1,2,0,2,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,2,1,0,1,2,0,2,1,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,1,0,2,7,0,1,1,0,2,1,0,1,7,7,7,Chin,NA,2,7,7,0,7,58,0.4461538461538462,0.42105263157894735,0.3333333333333333,rural,1,0,21,15,0,0,0,0,1,0,1
303066,1,5,1,1,1,3,0,2,7,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,0,1,3,0,1,5,0,1,7,0,2,0,0,1,3,0,2,4,0,1,1,0,2,3,0,1,3,0,2,2,0,2,2,0,2,5,5,7,Ayeyarwady,NA,5,7,3,4,5,58,0.4461538461538462,0.7368421052631579,0.3333333333333333,rural,1,0,24,18,0,0,0,0,1,0,1
303067,1,10,1,1,1,5,0,2,6,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,1,2,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,3,0,2,2,0,2,1,0,1,4,0,1,7,0,2,0,0,2,2,0,2,0,0,2,0,0,1,7,0,1,1,0,2,0,0,2,0,0,1,2,2,7,Ayeyarwady,NA,4,7,7,2,2,58.5,0.4512820512820513,0.47368421052631576,0.3333333333333333,rural,1,1,19,13.5,0,0,0,0,1,0,1
303068,1,11,2,1,1,2,0,3,6,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,3,0,1,7,0,2,0,0,2,0,0,1,7,0,2,0,0,1,2,0,2,0,0,2,0,0,1,3,0,2,1,0,1,1,0,2,0,0,1,2,0,7,Chin,NA,7,7,3,2,2,44.5,0.3076923076923077,0.42105263157894735,0.3333333333333333,rural,1,0,24,16.5,0,0,1,0,1,0,1
303069,1,11,1,1,1,2,0,2,6,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,1,7,0,1,4,0,1,3,0,1,7,0,2,0,0,2,1,0,2,0,0,2,0,0,1,7,0,2,0,0,2,2,0,2,0,0,2,0,0,7,Chin,NA,7,7,7,1,0,55.5,0.4205128205128205,0.42105263157894735,0.3333333333333333,rural,1,1,32,22,0,0,0,0,1,0,1
303071,1,5,2,2,2,9,0,2,6,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,0,1,1,0,1,3,0,1,7,0,1,4,0,1,1,0,2,0,0,1,7,0,1,7,0,1,1,0,1,2,0,1,4,0,2,1,7,7,Ayeyarwady,NA,4,7,7,1,4,88,0.7538461538461538,0.7368421052631579,0,rural,1,0,23,17.5,1,1,0,0,1,0,1
303072,1,4,2,1,1,9,0,2,9,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,3,0,1,3,0,2,0,0,2,0,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,3,0,2,1,0,1,2,0,2,2,0,2,0,0,7,Ayeyarwady,NA,3,7,3,0,2,34.5,0.20512820512820512,0.7894736842105263,0.3333333333333333,rural,1,1,25,17.5,0,1,0,1,1,0,1
303073,1,5,2,1,1,9,0,2,6,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,3,0,1,3,0,2,0,0,1,4,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,7,0,2,0,0,1,5,0,1,3,0,2,0,7,0,Ayeyarwady,NA,4,7,7,0,3,52.5,0.38974358974358975,0.7368421052631579,0,rural,1,0,17,12.5,0,1,0,0,1,0,1
303074,1,4,2,2,1,7,0,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,3,0,1,4,0,1,4,0,1,7,0,2,0,0,1,2,0,1,2,0,2,0,0,1,7,0,2,0,0,1,1,0,1,1,0,2,0,0,7,Ayeyarwady,NA,4,7,7,2,1,56.5,0.4307692307692308,0.7894736842105263,0,rural,1,1,25,18,0,1,0,0,1,0,1
303075,1,5,2,1,1,5,0,2,7,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1,2,0,1,2,0,1,2,0,1,7,0,2,0,0,1,2,0,1,1,0,2,0,0,1,1,0,2,0,0,1,1,0,2,0,0,2,0,0,7,Ayeyarwady,NA,2,7,1,2,0,29.5,0.15384615384615385,0.7368421052631579,0,rural,1,0,17,12.5,0,0,0,0,1,0,1
303076,1,2,2,2,2,9,0,2,7,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1,5,0,2,5,0,1,5,0,1,7,0,2,3,0,1,4,0,1,3,0,2,0,0,1,4,0,2,0,0,1,3,0,1,3,0,2,0,0,7,Ayeyarwady,NA,5,7,4,4,3,53.5,0.4,0.8947368421052632,0.6666666666666666,rural,1,1,14,11,1,1,0,0,1,1,1
303078,1,4,2,2,1,9,0,2,9,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,2,2,1,5,2,2,2,2,1,2,2,1,7,2,2,2,2,2,3,2,2,0,1,2,7,2,1,3,2,2,1,2,2,0,2,2,0,2,2,0,0,7,Ayeyarwady,NA,5,7,3,3,0,71.5,0.5846153846153846,0.7894736842105263,0,rural,1,0,23,17,0,1,0,1,1,0,1
303079,1,4,2,2,2,9,0,2,6,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,2,2,1,7,2,2,0,2,1,4,1,1,7,2,2,2,2,2,3,2,2,0,2,2,0,2,2,7,2,2,1,2,1,2,2,1,1,2,2,0,7,7,Ayeyarwady,NA,7,7,7,3,1,66,0.5282051282051282,0.7894736842105263,0.3333333333333333,rural,1,0,19,13.5,1,1,0,0,1,0,1
303080,2,4,2,1,1,6,0,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,2,0,1,4,0,2,0,0,1,1,0,1,7,0,2,3,0,1,3,0,1,2,0,2,2,0,1,4,0,2,2,0,1,3,0,1,3,0,2,0,2,7,Ayeyarwady,NA,4,7,4,3,3,58.5,0.4512820512820513,0.7894736842105263,0.3333333333333333,urban,0,1,18,14,0,1,0,0,1,0,1
303081,1,4,1,2,2,7,0,2,6,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,3,0,1,2,0,1,1,0,1,2,0,1,7,0,2,1,0,1,2,0,2,0,0,2,0,0,1,7,0,1,1,0,1,2,0,2,0,0,1,1,1,7,Ayeyarwady,NA,2,7,7,2,1,55,0.4153846153846154,0.7894736842105263,0.6666666666666666,rural,1,0,30,20,1,1,0,0,1,1,1
303082,1,8,1,3,1,3,0,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,7,0,2,2,0,1,7,0,1,7,0,1,2,0,2,2,0,2,2,0,2,0,0,1,7,0,1,3,0,1,3,0,2,1,0,1,2,7,7,Ayeyarwady,NA,7,7,7,2,2,64,0.5076923076923077,0.5789473684210527,0.3333333333333333,rural,1,0,31,21.5,0,0,0,0,0,0,1
303083,1,11,1,1,2,3,0,2,1,1,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,3,0,1,7,0,2,0,0,1,7,0,1,7,0,2,0,0,2,0,0,2,0,0,2,0,0,1,1,0,2,0,0,1,4,0,2,0,0,2,0,0,7,Ayeyarwady,NA,7,7,4,0,0,40.5,0.26666666666666666,0.42105263157894735,0.3333333333333333,rural,1,1,25,17,1,0,0,0,1,0,1
303084,1,16,1,4,1,5,0,2,1,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,2,0,1,7,0,2,0,0,1,7,0,1,7,0,2,1,0,2,1,0,2,0,0,2,0,0,1,7,0,2,2,0,1,2,0,2,0,0,2,0,7,7,Ayeyarwady,NA,7,7,7,1,0,59,0.4564102564102564,0.15789473684210525,0.3333333333333333,rural,1,1,25,18.5,0,0,0,0,0,0,1
303085,2,11,2,5,1,6,0,2,5,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,0,2,1,0,1,5,0,1,7,0,2,0,0,2,2,0,2,0,0,1,7,0,1,3,0,2,1,0,1,2,0,2,0,0,1,7,7,7,Ayeyarwady,NA,5,7,3,2,7,79,0.6615384615384615,0.42105263157894735,0,urban,0,0,25,19,0,1,0,0,0,0,1
303087,1,4,2,1,2,7,0,2,6,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,0,1,2,0,1,2,0,1,7,0,2,1,0,1,3,0,1,7,0,2,0,0,1,2,0,1,1,0,2,0,0,2,0,0,2,0,7,7,Mandalay,NA,4,7,2,7,0,54,0.40512820512820513,0.7894736842105263,0,rural,1,0,26,19,1,1,0,0,1,0,1
