ims_farmer,ims_other,ims_public_em,ims_stable_ag,ims_stable_non_ag,ims_casual_ag,ims_casual_non_ag,ims_prof_self_em,ims_no_income,shocks_conflict,shocks_naturalhazard,shocks_lostwork,shocks_foodprices,shocks_cantworkbusiness,shocks_accesseconomy,no_accessmarket,edu_higher,edu_secondary,edu_primary,edu_low,rural,children_0_4,hoh_female,fies_ateless,fies_fewfoods,fies_healthy,fies_hungry,fies_worried,fies_ranout,fies_whlday,fies_skipped,fcs_stap,fcs_pulse,fcs_dairy,fcs_pr,fcs_veg,fcs_fruit,fcs_fat,fcs_sugar,fcs_borderline_poor,cs_stress_hh_assets,cs_stress_spent_savings,cs_stress_credit,cs_stress_borrowed_money,cs_crisis_sold_prod_assets,cs_crisis_no_school,cs_crisis_reduced_health_exp,cs_crisis_childwork,cs_crisis_consumed_seed_stocks,cs_emergency_sold_house,cs_emergency_hh_risk,cs_emergency_sold_last_draught,cs_emergency_hh_migration,hh_debt_more,survey_id,agri_hhd,hh_size,not_improved_drinking_water,tot_income,income_reduced,covid_goodstransp,covid_marketclosed
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,1,0.5714285714285714,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U-2989504951463905072,0,9,0,800000,0,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0.7142857142857143,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,U-3003483874549572153,0,4,1,65000,0,0,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5714285714285714,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,U-3007225020694937926,0,5,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1,0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3009720595730993419,0,5,1,500000,0,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1,0.14285714285714285,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3010859461674112915,0,3,0,360000,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.7142857142857143,0.5714285714285714,0.2857142857142857,0,0.7142857142857143,0,0.7142857142857143,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,U-3017351201174255452,0,3,0,200000,0.6666666666666666,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0.8571428571428571,1,1,0.42857142857142855,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,U-3019821663304182453,0,4,0,60000,0.6666666666666666,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,1,0,0,0,0,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U-3020758224144614380,0,4,1,950000,0.6666666666666666,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0.8571428571428571,1,1,0,1,0.5714285714285714,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,U-3026462368720431520,1,3,0,200000,0.3333333333333333,0,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0,0,0.2857142857142857,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3030608414775300375,0,2,0,400000,0.6666666666666666,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0.7142857142857143,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,U-3040316578807051568,0,7,0,600000,0.6666666666666666,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,1,0.5714285714285714,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,U-3046058535964811991,0,4,0,400000,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.8571428571428571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3048735127716684653,0,4,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,1,0.5714285714285714,0,0.8571428571428571,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-305262570390886343,0,5,0,300000,0.3333333333333333,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,U-3054260576137865053,0,4,1,150000,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1,0.5714285714285714,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3056947704125179453,0,5,0,450000,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3065013257531921512,0,3,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.7142857142857143,1,0.7142857142857143,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,U-3067000360855772915,1,3,1,150000,0.6666666666666666,0,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.5714285714285714,1,0,0.14285714285714285,0,0,0.5714285714285714,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,U-3072355583824178100,0,6,0,0,0.3333333333333333,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,1,0.5714285714285714,0,0.7142857142857143,0,0.7142857142857143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U-3075388089830378417,0,6,0,600000,0.3333333333333333,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8571428571428571,0,0.8571428571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3083995235689601088,0,8,0,400000,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0.8571428571428571,1,0.5714285714285714,0,0,0.2857142857142857,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,U-3085084874238222539,0,4,0,200000,0.6666666666666666,1,1
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0.5714285714285714,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,U-3086204594149715565,0,4,1,140000,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0,0,0,0.42857142857142855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3089178523956155531,0,4,0,1000000,0.3333333333333333,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7142857142857143,0.8571428571428571,0.14285714285714285,0.2857142857142857,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3089438772618580445,0,2,0,200000,0.3333333333333333,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0.5714285714285714,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3100896578597868904,0,3,0,100000,0.3333333333333333,1,1
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0.8571428571428571,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,U-3106445543993552638,0,5,0,100000,1,0,0
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0.8571428571428571,1,0,0,0.7142857142857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,U-3131540330695549880,0,5,0,210000,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.42857142857142855,1,0,0,0.5714285714285714,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U-3135524969948229290,0,5,0,400000,0.6666666666666666,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,1,0,1,0,0,1,0,0.7142857142857143,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,U-3150711310738772972,0,0,1,150000,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,1,0,0,0,0,0.8571428571428571,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U-3153432751101190996,0,6,0,80000,0.3333333333333333,0,0
0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3155279926744232712,0,9,0,800000,0,0,0
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.8571428571428571,0,0,0.2857142857142857,0,0.42857142857142855,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,U-3169821267326912625,0,4,0,250000,0,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.8571428571428571,0.14285714285714285,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-320035555390033213,0,3,0,300000,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3202214555150933393,0,4,0,250000,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0.7142857142857143,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,U-3207633424076220899,0,4,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0.5714285714285714,1,0.5714285714285714,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,U-3212273587029549202,0,4,0,30,0.6666666666666666,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,1,0.14285714285714285,0,0.8571428571428571,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U-3213635148675345670,0,4,0,460000,0,0,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0.5714285714285714,0.7142857142857143,0,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U-3215509306723205318,0,6,1,500000,0.6666666666666666,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7142857142857143,0,0.7142857142857143,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,U-3217283357201665206,0,5,1,250000,0.3333333333333333,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5714285714285714,1,0.5714285714285714,0,0.14285714285714285,0,0.7142857142857143,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,U-321796397526709030,0,6,0,150000,0.3333333333333333,0,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1,0.5714285714285714,0.7142857142857143,0.7142857142857143,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3220321541632412635,0,4,0,155000,0.6666666666666666,0,0
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8571428571428571,0,1,0,0.8571428571428571,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,U-3220949164065622221,0,5,0,100000,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0.7142857142857143,1,0.5714285714285714,0,0.5714285714285714,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,U-3229163474141038554,1,5,0,60000,0,0,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.2857142857142857,0,0.5714285714285714,0,0.5714285714285714,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,U-3236744267127294162,0,5,0,200000,0.3333333333333333,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8571428571428571,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,U-3243154336076480961,0,4,0,288000,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,1,0,0,0.7142857142857143,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3256113161440720433,0,6,0,500000,0.6666666666666666,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5714285714285714,1,0.42857142857142855,0.42857142857142855,0.5714285714285714,1,0.2857142857142857,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,U-3256877865573025994,0,2,1,400000,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0.42857142857142855,1,1,0.5714285714285714,0.8571428571428571,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,U-3258592378893649866,0,1,0,230000,0.6666666666666666,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,1,0.5714285714285714,0.42857142857142855,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3261885269434437488,0,2,0,200000,1,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.7142857142857143,0,0.7142857142857143,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,U-3266299502261084540,0,5,1,200000,0.6666666666666666,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.5714285714285714,0.2857142857142857,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,U-3270581520601795541,0,2,0,0,0.6666666666666666,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.42857142857142855,0.14285714285714285,0,0.7142857142857143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,U-3271875460652056072,0,0,1,120000,0.6666666666666666,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.7142857142857143,1,0.42857142857142855,0,1,0,0.7142857142857143,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,U-3278275099905945946,0,7,0,330000,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0.5714285714285714,1,0.5714285714285714,0,0.8571428571428571,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,U-3281997732376045067,0,5,0,400000,0.6666666666666666,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3283689396690399869,0,6,1,800000,0.6666666666666666,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.2857142857142857,0.2857142857142857,0,0.7142857142857143,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,U-3284685783837136900,1,2,0,120000,0.6666666666666666,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.5714285714285714,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,U-32898492086082210,1,5,1,180000,0,0,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.42857142857142855,0,0,0.7142857142857143,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,U-3291716835597961982,0,6,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.7142857142857143,1,0.2857142857142857,0,0.7142857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3296800499252269768,0,3,1,200000,0.3333333333333333,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,1,0.8571428571428571,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,U-3300090255523289034,1,6,0,630000,0.6666666666666666,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.8571428571428571,1,0,0,0.8571428571428571,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,U-3306841263842025209,0,7,1,0,0,0,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.7142857142857143,1,0,0,1,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3311142628637370226,0,5,0,550000,0.3333333333333333,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0.7142857142857143,1,0.14285714285714285,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,U-3317869565226270974,0,5,0,600000,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.42857142857142855,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,U-3319948526311752254,0,4,1,80000,0.3333333333333333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1,0.2857142857142857,0,0.7142857142857143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,U-332364475510401305,1,0,0,1000000,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3323791836328489864,0,2,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.8571428571428571,0,0,0.7142857142857143,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,U-3328051192821966366,0,4,1,200000,0.3333333333333333,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.8571428571428571,1,0.2857142857142857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3329230413503801004,0,3,0,150000,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3330658443348617326,0,8,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0.8571428571428571,1,0,0.42857142857142855,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-333581268216235395,0,7,0,800000,0,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1,0.8571428571428571,0,0.7142857142857143,0,0.8571428571428571,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,U-3337913357716291174,0,5,0,0,0,1,1
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0.42857142857142855,0,0.2857142857142857,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,U-3345216394528518,0,2,0,80000,0.6666666666666666,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,1,0.42857142857142855,0,0.7142857142857143,0,0.8571428571428571,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,U-3350851552323272808,0,4,0,0,0.3333333333333333,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2857142857142857,0,0,0.5714285714285714,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3351019310194385583,0,3,1,300000,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.5714285714285714,0,0.14285714285714285,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,U-3356107038989249909,0,4,1,950000,0,0,0
0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0,0,0,0,0.8571428571428571,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,U-3357680867422933559,0,5,0,200000,0.3333333333333333,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8571428571428571,0.5714285714285714,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-335789967166659291,0,3,1,190000,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,1,0.14285714285714285,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,U-3365245529302232607,0,4,0,0,0.3333333333333333,0,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,1,0,0,0.7142857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3367223169750493030,0,3,0,120000,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,0.7142857142857143,0.2857142857142857,0,0.7142857142857143,0,0.7142857142857143,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,U-3373227438624953186,0,2,1,500000,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5714285714285714,0,0.5714285714285714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U-3379341276212606956,0,5,0,500000,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0.7142857142857143,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,U-3383265670748929317,0,9,1,100000,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,1,0.5714285714285714,0,0.7142857142857143,0,0.7142857142857143,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,U-3383673314473396887,1,4,1,0,0.6666666666666666,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0.8571428571428571,0.5714285714285714,0,0.42857142857142855,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,U-338613386764527726,0,3,0,0,0.3333333333333333,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.7142857142857143,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,U-3388657892514151865,0,4,0,70000,0.6666666666666666,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.7142857142857143,1,0,0,0.7142857142857143,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,U-339206337081878904,0,7,0,800000,0.3333333333333333,0,1
