District, Township ,Township Pcode,"internally displaced
people (IDP) -PiN","IDPs: returnees/resettled/
locally integrated -PiN","non-displaced stateless
people in Rakhine -PiN","Mostly vulnerable
crisis-affected people -PiN",Total PiN,Non-IDP,Female %,Children (Age <18) %,Adults (Age 18 -60) %,Elderly (Age 60+) %,People with disabilities %,"internally displaced
people (IDP) -target","IDPs: returnees/resettled/
locally integrated -target","non-displaced stateless
people in Rakhine -target","Mostly vulnerable
crisis-affected people -target",Total target,IDP Target > Total Target,Female % ,Children (Age <18) % ,Adults (Age 18 -60) % ,Elderly (Age 60+) % ,"Mostly vulnerable
crisis-affected people -target2",%IDP,%Returnees,%Rakhine Stateless,%Other Vulnerable,%Target,SO1 Target,SO2 Target,SO3 Target,IDP_SO1,Returnees_SO1,Rakhine Stateless_SO1,Other Vulnerable_SO1,IDP_SO2,Returnees_SO2,Rakhine Stateless_SO2,Other Vulnerable_SO2,IDP_SO3,Returnees_SO3,Rakhine Stateless_SO3,Other Vulnerable_SO3
Puta-O,Nawngmun,MMR001017,0,0,0,2119.653796,2119.653796,2119.653796,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puta-O,Puta-O,MMR001014,498,0,0,18044.14924,18542.14924,18044.14924,52,36,54,11,13,498,,,,4636,Not,52,36,54,11,13,,1.31674691,0,98.68325309,0.001130732,628.6868293,3328.874146,961.1219512,0,8.278214395,0,620.4086149,0,43.83284744,0,3285.041299,0,12.65554359,0,948.4664076
Puta-O,Sumprabum,MMR001015,1203,0,0,442.4496261,1645.449626,442.4496261,52,36,54,11,13,1203,,,,411,Yes,52,36,54,11,13,,0,0,100,0.000100244,55.73560976,295.1180488,85.20731707,0,0,0,55.73560976,0,0,0,295.1180488,0,0,0,85.20731707
Bawlake,Bawlake,MMR002005,0,0,0,4843.612997,4843.612997,4843.612997,52,36,54,11,13,0,,,,1000,Not,52,36,54,11,13,,0,0,100,0.000243902,135.6097561,718.0487805,207.3170732,0,0,0,135.6097561,0,0,0,718.0487805,0,0,0,207.3170732
Bawlake,Hpasawng,MMR002006,120,0,0,11228.14605,11348.14605,11228.14605,52,36,54,11,13,120,,,,8000,Not,52,36,54,11,13,,0,0,100,0.00195122,1084.878049,5744.390244,1658.536585,0,0,0,1084.878049,0,0,0,5744.390244,0,0,0,1658.536585
Bawlake,Mese,MMR002007,320,0,0,2661.527665,2981.527665,2661.527665,52,36,54,11,13,320,,,,900,Not,52,36,54,11,13,,0,0,100,0.000219512,122.0487805,646.2439024,186.5853659,0,0,0,122.0487805,0,0,0,646.2439024,0,0,0,186.5853659
Loikaw,Demoso,MMR002002,52003,0,0,15073.99714,67076.99714,15073.99714,52,36,54,11,13,52003,,,,25000,Yes,52,36,54,11,13,,0,0,100,0.006097561,3390.243902,17951.21951,5182.926829,0,0,0,3390.243902,0,0,0,17951.21951,0,0,0,5182.926829
Loikaw,Hpruso,MMR002003,6572,0,0,10434.98107,17006.98107,10434.98107,52,36,54,11,13,6572,,,,4000,Yes,52,36,54,11,13,,0,0,100,0.00097561,542.4390244,2872.195122,829.2682927,0,0,0,542.4390244,0,0,0,2872.195122,0,0,0,829.2682927
Loikaw,Loikaw,MMR002001,21208,0,0,48478.93283,69686.93283,48478.93283,52,36,54,11,13,21208,,,,25000,Not,52,36,54,11,13,,0,0,100,0.006097561,3390.243902,17951.21951,5182.926829,0,0,0,3390.243902,0,0,0,17951.21951,0,0,0,5182.926829
Loikaw,Shadaw,MMR002004,0,0,0,2969.774357,2969.774357,2969.774357,52,36,54,11,13,0,,,,500,Not,52,36,54,11,13,,0,0,100,0.000121951,67.80487805,359.0243902,103.6585366,0,0,0,67.80487805,0,0,0,359.0243902,0,0,0,103.6585366
Hpa-An,Hlaingbwe,MMR003002,8228,0,0,82436.21165,90664.21165,82436.21165,52,36,54,11,13,8228,,,,15000,Not,52,36,54,11,13,,0,0,100,0.003658537,2034.146341,10770.73171,3109.756098,0,0,0,2034.146341,0,0,0,10770.73171,0,0,0,3109.756098
Hpa-An,Hpa-An,MMR003001,151,0,0,134679.7115,134830.7115,134679.7115,52,36,54,11,13,151,,,,15000,Not,52,36,54,11,13,,0,0,100,0.003658537,2034.146341,10770.73171,3109.756098,0,0,0,2034.146341,0,0,0,10770.73171,0,0,0,3109.756098
Hpa-An,Thandaunggyi,MMR003004,2902,0,0,29802.31833,32704.31833,29802.31833,52,36,54,11,13,2902,,,,7000,Not,52,36,54,11,13,,0,0,100,0.001707317,949.2682927,5026.341463,1451.219512,0,0,0,949.2682927,0,0,0,5026.341463,0,0,0,1451.219512
Hpapun,Hpapun,MMR003003,47843,0,0,-3523.239541,44319.76046,-3523.239541,52,36,54,11,13,47843,,,,44320,Yes,52,36,54,11,13,,0,0,100,0.010809756,6010.22439,31823.92195,9188.292683,0,0,0,6010.22439,0,0,0,31823.92195,0,0,0,9188.292683
Kawkareik,Kawkareik,MMR003006,0,0,0,70416.52054,70416.52054,70416.52054,52,36,54,11,13,0,,,,5000,Not,52,36,54,11,13,,0,0,100,0.001219512,678.0487805,3590.243902,1036.585366,0,0,0,678.0487805,0,0,0,3590.243902,0,0,0,1036.585366
Kawkareik,Kyainseikgyi,MMR003007,0,0,0,81444.20875,81444.20875,81444.20875,52,36,54,11,13,0,,,,5000,Not,52,36,54,11,13,,0,0,100,0.001219512,678.0487805,3590.243902,1036.585366,0,0,0,678.0487805,0,0,0,3590.243902,0,0,0,1036.585366
Myawaddy,Myawaddy,MMR003005,100,0,0,67253.2141,67353.2141,67253.2141,52,36,54,11,13,100,,,,5000,Not,52,36,54,11,13,,0,0,100,0.001219512,678.0487805,3590.243902,1036.585366,0,0,0,678.0487805,0,0,0,3590.243902,0,0,0,1036.585366
Gangaw,Gangaw,MMR009023,6250,0,0,26517.48835,32767.48835,26517.48835,52,36,54,11,13,6250,,,,3277,Yes,52,36,54,11,13,,0,0,100,0.000799268,444.3931707,2353.045854,679.3780488,0,0,0,444.3931707,0,0,0,2353.045854,0,0,0,679.3780488
Gangaw,Saw,MMR009025,4904,0,0,13313.0589,18217.0589,13313.0589,52,36,54,11,13,4904,,,,1822,Yes,52,36,54,11,13,,0,0,100,0.00044439,247.0809756,1308.284878,377.7317073,0,0,0,247.0809756,0,0,0,1308.284878,0,0,0,377.7317073
Gangaw,Tilin,MMR009024,0,0,0,10202.48479,10202.48479,10202.48479,52,36,54,11,13,0,,,,1020,Not,52,36,54,11,13,,0,0,100,0.00024878,138.3219512,732.4097561,211.4634146,0,0,0,138.3219512,0,0,0,732.4097561,0,0,0,211.4634146
Magway,Chauk,MMR009003,0,0,0,38664.67393,38664.67393,38664.67393,52,36,54,11,13,0,,,,3866,Not,52,36,54,11,13,,0,0,100,0.000942927,524.2673171,2775.976585,801.4878049,0,0,0,524.2673171,0,0,0,2775.976585,0,0,0,801.4878049
Magway,Magway,MMR009001,0,0,0,60390.41704,60390.41704,60390.41704,52,36,54,11,13,0,,,,6039,Not,52,36,54,11,13,,0,0,100,0.001472927,818.9473171,4336.296585,1251.987805,0,0,0,818.9473171,0,0,0,4336.296585,0,0,0,1251.987805
Magway,Myothit,MMR009005,0,0,0,33303.49429,33303.49429,33303.49429,52,36,54,11,13,0,,,,3330,Not,52,36,54,11,13,,0,0,100,0.000812195,451.5804878,2391.102439,690.3658537,0,0,0,451.5804878,0,0,0,2391.102439,0,0,0,690.3658537
Magway,Natmauk,MMR009006,0,0,0,43217.64708,43217.64708,43217.64708,52,36,54,11,13,0,,,,4322,Not,52,36,54,11,13,,0,0,100,0.001054146,586.1053659,3103.406829,896.0243902,0,0,0,586.1053659,0,0,0,3103.406829,0,0,0,896.0243902
Magway,Taungdwingyi,MMR009004,0,0,0,54254.85406,54254.85406,54254.85406,52,36,54,11,13,0,,,,5425,Not,52,36,54,11,13,,0,0,100,0.001323171,735.6829268,3895.414634,1124.695122,0,0,0,735.6829268,0,0,0,3895.414634,0,0,0,1124.695122
Magway,Yenangyaung,MMR009002,0,0,0,28024.57591,28024.57591,28024.57591,52,36,54,11,13,0,,,,2802,Not,52,36,54,11,13,,0,0,100,0.000683415,379.9785366,2011.972683,580.902439,0,0,0,379.9785366,0,0,0,2011.972683,0,0,0,580.902439
Minbu,Minbu,MMR009007,0,0,0,39289.56725,39289.56725,39289.56725,52,36,54,11,13,0,,,,3929,Not,52,36,54,11,13,,0,0,100,0.000958293,532.8107317,2821.213659,814.5487805,0,0,0,532.8107317,0,0,0,2821.213659,0,0,0,814.5487805
Minbu,Ngape,MMR009009,0,0,0,10886.46425,10886.46425,10886.46425,52,36,54,11,13,0,,,,1089,Not,52,36,54,11,13,,0,0,100,0.00026561,147.6790244,781.955122,225.7682927,0,0,0,147.6790244,0,0,0,781.955122,0,0,0,225.7682927
Minbu,Pwintbyu,MMR009008,0,0,0,34176.42412,34176.42412,34176.42412,52,36,54,11,13,0,,,,3418,Not,52,36,54,11,13,,0,0,100,0.000833659,463.5141463,2454.290732,708.6097561,0,0,0,463.5141463,0,0,0,2454.290732,0,0,0,708.6097561
Minbu,Salin,MMR009010,0,0,0,49280.13533,49280.13533,49280.13533,52,36,54,11,13,0,,,,4928,Not,52,36,54,11,13,,0,0,100,0.001201951,668.284878,3538.54439,1021.658537,0,0,0,668.284878,0,0,0,3538.54439,0,0,0,1021.658537
Minbu,Sidoktaya,MMR009011,0,0,0,9922.712976,9922.712976,9922.712976,52,36,54,11,13,0,,,,992,Not,52,36,54,11,13,,0,0,100,0.000241951,134.524878,712.3043902,205.6585366,0,0,0,134.524878,0,0,0,712.3043902,0,0,0,205.6585366
Pakokku,Myaing,MMR009020,0,0,0,47137.5843,47137.5843,47137.5843,52,36,54,11,13,0,,,,4714,Not,52,36,54,11,13,,0,0,100,0.001149756,639.2643902,3384.881951,977.2926829,0,0,0,639.2643902,0,0,0,3384.881951,0,0,0,977.2926829
Pakokku,Pakokku,MMR009018,0,0,0,60576.6532,60576.6532,60576.6532,52,36,54,11,13,0,,,,6058,Not,52,36,54,11,13,,0,0,100,0.001477561,821.5239024,4349.939512,1255.926829,0,0,0,821.5239024,0,0,0,4349.939512,0,0,0,1255.926829
Pakokku,Pauk,MMR009021,0,0,0,35809.5399,35809.5399,35809.5399,52,36,54,11,13,0,,,,3581,Not,52,36,54,11,13,,0,0,100,0.000873415,485.6185366,2571.332683,742.402439,0,0,0,485.6185366,0,0,0,2571.332683,0,0,0,742.402439
Pakokku,Seikphyu,MMR009022,0,0,0,21456.61932,21456.61932,21456.61932,52,36,54,11,13,0,,,,2146,Not,52,36,54,11,13,,0,0,100,0.000523415,291.0185366,1540.932683,444.902439,0,0,0,291.0185366,0,0,0,1540.932683,0,0,0,444.902439
Pakokku,Yesagyo,MMR009019,0,0,0,44962.25403,44962.25403,44962.25403,52,36,54,11,13,0,,,,4496,Not,52,36,54,11,13,,0,0,100,0.001096585,609.7014634,3228.347317,932.097561,0,0,0,609.7014634,0,0,0,3228.347317,0,0,0,932.097561
Thayet,Aunglan,MMR009016,0,0,0,49110.81075,49110.81075,49110.81075,52,36,54,11,13,0,,,,4911,Not,52,36,54,11,13,,0,0,100,0.001197805,665.9795122,3526.337561,1018.134146,0,0,0,665.9795122,0,0,0,3526.337561,0,0,0,1018.134146
Thayet,Kamma,MMR009015,0,0,0,15699.58343,15699.58343,15699.58343,52,36,54,11,13,0,,,,1570,Not,52,36,54,11,13,,0,0,100,0.000382927,212.9073171,1127.336585,325.4878049,0,0,0,212.9073171,0,0,0,1127.336585,0,0,0,325.4878049
Thayet,Mindon,MMR009014,0,0,0,12392.84758,12392.84758,12392.84758,52,36,54,11,13,0,,,,1239,Not,52,36,54,11,13,,0,0,100,0.000302195,168.0204878,889.662439,256.8658537,0,0,0,168.0204878,0,0,0,889.662439,0,0,0,256.8658537
Thayet,Minhla,MMR009013,0,0,0,30499.72135,30499.72135,30499.72135,52,36,54,11,13,0,,,,3050,Not,52,36,54,11,13,,0,0,100,0.000743902,413.6097561,2190.04878,632.3170732,0,0,0,413.6097561,0,0,0,2190.04878,0,0,0,632.3170732
Thayet,Sinbaungwe,MMR009017,0,0,0,24604.05227,24604.05227,24604.05227,52,36,54,11,13,0,,,,2460,Not,52,36,54,11,13,,0,0,100,0.0006,333.6,1766.4,510,0,0,0,333.6,0,0,0,1766.4,0,0,0,510
Thayet,Thayet,MMR009012,0,0,0,21786.08195,21786.08195,21786.08195,52,36,54,11,13,0,,,,2179,Not,52,36,54,11,13,,0,0,100,0.000531463,295.4936585,1564.628293,451.7439024,0,0,0,295.4936585,0,0,0,1564.628293,0,0,0,451.7439024
Kyaukse,Kyaukse,MMR010013,0,0,0,32415.70291,32415.70291,32415.70291,52,36,54,11,13,0,,,,3242,Not,52,36,54,11,13,,0,0,100,0.000790732,439.6468293,2327.914146,672.1219512,0,0,0,439.6468293,0,0,0,2327.914146,0,0,0,672.1219512
Kyaukse,Myittha,MMR010015,0,0,0,24588.13272,24588.13272,24588.13272,52,36,54,11,13,0,,,,2459,Not,52,36,54,11,13,,0,0,100,0.000599756,333.4643902,1765.681951,509.7926829,0,0,0,333.4643902,0,0,0,1765.681951,0,0,0,509.7926829
Kyaukse,Sintgaing,MMR010014,0,0,0,18717.14085,18717.14085,18717.14085,52,36,54,11,13,0,,,,1872,Not,52,36,54,11,13,,0,0,100,0.000456585,253.8614634,1344.187317,388.097561,0,0,0,253.8614634,0,0,0,1344.187317,0,0,0,388.097561
Kyaukse,Tada-U,MMR010016,0,0,0,17422.43324,17422.43324,17422.43324,52,36,54,11,13,0,,,,1742,Not,52,36,54,11,13,,0,0,100,0.000424878,236.2321951,1250.840976,361.1463415,0,0,0,236.2321951,0,0,0,1250.840976,0,0,0,361.1463415
Mandalay,Amarapura,MMR010006,0,0,0,29865.6279,29865.6279,29865.6279,52,36,54,11,13,0,,,,2987,Not,52,36,54,11,13,,0,0,100,0.000728537,405.0663415,2144.811707,619.2560976,0,0,0,405.0663415,0,0,0,2144.811707,0,0,0,619.2560976
Mandalay,Aungmyaythazan,MMR010001,0,0,0,33405.11542,33405.11542,33405.11542,52,36,54,11,13,0,,,,3341,Not,52,36,54,11,13,,0,0,100,0.000814878,453.0721951,2399.000976,692.6463415,0,0,0,453.0721951,0,0,0,2399.000976,0,0,0,692.6463415
Mandalay,Chanayethazan,MMR010002,0,0,0,24782.44569,24782.44569,24782.44569,52,36,54,11,13,0,,,,2478,Not,52,36,54,11,13,,0,0,100,0.00060439,336.0409756,1779.324878,513.7317073,0,0,0,336.0409756,0,0,0,1779.324878,0,0,0,513.7317073
Mandalay,Chanmyathazi,MMR010004,0,0,0,35667.74297,35667.74297,35667.74297,52,36,54,11,13,0,,,,3567,Not,52,36,54,11,13,,0,0,100,0.00087,483.72,2561.28,739.5,0,0,0,483.72,0,0,0,2561.28,0,0,0,739.5
Mandalay,Mahaaungmyay,MMR010003,0,0,0,30304.90594,30304.90594,30304.90594,52,36,54,11,13,0,,,,3030,Not,52,36,54,11,13,,0,0,100,0.000739024,410.897561,2175.687805,628.1707317,0,0,0,410.897561,0,0,0,2175.687805,0,0,0,628.1707317
Mandalay,Patheingyi,MMR010007,0,0,0,33146.95316,33146.95316,33146.95316,52,36,54,11,13,0,,,,3315,Not,52,36,54,11,13,,0,0,100,0.000808537,449.5463415,2380.331707,687.2560976,0,0,0,449.5463415,0,0,0,2380.331707,0,0,0,687.2560976
Mandalay,Pyigyitagon,MMR010005,0,0,0,29875.6829,29875.6829,29875.6829,52,36,54,11,13,0,,,,2988,Not,52,36,54,11,13,,0,0,100,0.00072878,405.2019512,2145.529756,619.4634146,0,0,0,405.2019512,0,0,0,2145.529756,0,0,0,619.4634146
Meiktila,Mahlaing,MMR010029,0,0,0,17524.24017,17524.24017,17524.24017,52,36,54,11,13,0,,,,1752,Not,52,36,54,11,13,,0,0,100,0.000427317,237.5882927,1258.021463,363.2195122,0,0,0,237.5882927,0,0,0,1258.021463,0,0,0,363.2195122
Meiktila,Meiktila,MMR010028,0,0,0,38920.78854,38920.78854,38920.78854,52,36,54,11,13,0,,,,3892,Not,52,36,54,11,13,,0,0,100,0.000949268,527.7931707,2794.645854,806.8780488,0,0,0,527.7931707,0,0,0,2794.645854,0,0,0,806.8780488
Meiktila,Thazi,MMR010030,0,0,0,25474.35574,25474.35574,25474.35574,52,36,54,11,13,0,,,,2547,Not,52,36,54,11,13,,0,0,100,0.00062122,345.3980488,1828.870244,528.0365854,0,0,0,345.3980488,0,0,0,1828.870244,0,0,0,528.0365854
Meiktila,Wundwin,MMR010031,0,0,0,28877.97501,28877.97501,28877.97501,52,36,54,11,13,0,,,,2888,Not,52,36,54,11,13,,0,0,100,0.00070439,391.6409756,2073.724878,598.7317073,0,0,0,391.6409756,0,0,0,2073.724878,0,0,0,598.7317073
Myingyan,Myingyan,MMR010017,0,0,0,34701.83403,34701.83403,34701.83403,52,36,54,11,13,0,,,,3470,Not,52,36,54,11,13,,0,0,100,0.000846341,470.5658537,2491.629268,719.3902439,0,0,0,470.5658537,0,0,0,2491.629268,0,0,0,719.3902439
Myingyan,Natogyi,MMR010019,0,0,0,22256.50269,22256.50269,22256.50269,52,36,54,11,13,0,,,,2226,Not,52,36,54,11,13,,0,0,100,0.000542927,301.8673171,1598.376585,461.4878049,0,0,0,301.8673171,0,0,0,1598.376585,0,0,0,461.4878049
Myingyan,Ngazun,MMR010021,0,0,0,15614.5433,15614.5433,15614.5433,52,36,54,11,13,0,,,,1561,Not,52,36,54,11,13,,0,0,100,0.000380732,211.6868293,1120.874146,323.6219512,0,0,0,211.6868293,0,0,0,1120.874146,0,0,0,323.6219512
Myingyan,Taungtha,MMR010018,0,0,0,27229.20553,27229.20553,27229.20553,52,36,54,11,13,0,,,,2723,Not,52,36,54,11,13,,0,0,100,0.000664146,369.2653659,1955.246829,564.5243902,0,0,0,369.2653659,0,0,0,1955.246829,0,0,0,564.5243902
Nyaung-U,Kyaukpadaung,MMR010020,0,0,0,32918.57886,32918.57886,32918.57886,52,36,54,11,13,0,,,,3292,Not,52,36,54,11,13,,0,0,100,0.000802927,446.4273171,2363.816585,682.4878049,0,0,0,446.4273171,0,0,0,2363.816585,0,0,0,682.4878049
Nyaung-U,Nyaung-U,MMR010022,0,0,0,30158.35424,30158.35424,30158.35424,52,36,54,11,13,0,,,,3016,Not,52,36,54,11,13,,0,0,100,0.00073561,408.9990244,2165.635122,625.2682927,0,0,0,408.9990244,0,0,0,2165.635122,0,0,0,625.2682927
Pyinoolwin,Madaya,MMR010009,0,0,0,32427.51754,32427.51754,32427.51754,52,36,54,11,13,0,,,,3243,Not,52,36,54,11,13,,0,0,100,0.000790976,439.782439,2328.632195,672.3292683,0,0,0,439.782439,0,0,0,2328.632195,0,0,0,672.3292683
Pyinoolwin,Mogoke,MMR010011,0,0,0,21008.55086,21008.55086,21008.55086,52,36,54,11,13,0,,,,2101,Not,52,36,54,11,13,,0,0,100,0.000512439,284.9160976,1508.620488,435.5731707,0,0,0,284.9160976,0,0,0,1508.620488,0,0,0,435.5731707
Pyinoolwin,Pyinoolwin,MMR010008,0,0,0,32114.17844,32114.17844,32114.17844,52,36,54,11,13,0,,,,3211,Not,52,36,54,11,13,,0,0,100,0.000783171,435.4429268,2305.654634,665.695122,0,0,0,435.4429268,0,0,0,2305.654634,0,0,0,665.695122
Pyinoolwin,Singu,MMR010010,0,0,0,19806.47498,19806.47498,19806.47498,52,36,54,11,13,0,,,,1981,Not,52,36,54,11,13,,0,0,100,0.000483171,268.6429268,1422.454634,410.695122,0,0,0,268.6429268,0,0,0,1422.454634,0,0,0,410.695122
Pyinoolwin,Thabeikkyin,MMR010012,0,0,0,20575.30582,20575.30582,20575.30582,52,36,54,11,13,0,,,,2058,Not,52,36,54,11,13,,0,0,100,0.000501951,279.084878,1477.74439,426.6585366,0,0,0,279.084878,0,0,0,1477.74439,0,0,0,426.6585366
Yamethin,Pyawbwe,MMR010024,0,0,0,32715.59344,32715.59344,32715.59344,52,36,54,11,13,0,,,,3272,Not,52,36,54,11,13,,0,0,100,0.000798049,443.715122,2349.45561,678.3414634,0,0,0,443.715122,0,0,0,2349.45561,0,0,0,678.3414634
Yamethin,Yamethin,MMR010023,0,0,0,32438.82942,32438.82942,32438.82942,52,36,54,11,13,0,,,,3244,Not,52,36,54,11,13,,0,0,100,0.00079122,439.9180488,2329.350244,672.5365854,0,0,0,439.9180488,0,0,0,2329.350244,0,0,0,672.5365854
Mawlamyine,Chaungzon,MMR011003,0,0,0,12000,12000,12000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mawlamyine,Kyaikmaraw,MMR011002,0,0,0,24000,24000,24000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mawlamyine,Mawlamyine,MMR011001,0,0,0,44000,44000,44000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mawlamyine,Mudon,MMR011005,0,0,0,27000,27000,27000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mawlamyine,Thanbyuzayat,MMR011004,0,0,0,23000,23000,23000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mawlamyine,Ye,MMR011006,0,0,0,61436.53538,61436.53538,61436.53538,52,36,54,11,13,0,,,,10000,Not,52,36,54,11,13,,0,0,100,0.002439024,1356.097561,7180.487805,2073.170732,0,0,0,1356.097561,0,0,0,7180.487805,0,0,0,2073.170732
Thaton,Bilin,MMR011010,1095,0,0,41933.8259,43028.8259,41933.8259,52,36,54,11,13,1095,,,,5000,Not,52,36,54,11,13,,0,0,100,0.001219512,678.0487805,3590.243902,1036.585366,0,0,0,678.0487805,0,0,0,3590.243902,0,0,0,1036.585366
Thaton,Kyaikto,MMR011009,0,0,0,43004.45614,43004.45614,43004.45614,52,36,54,11,13,0,,,,10000,Not,52,36,54,11,13,,0,0,100,0.002439024,1356.097561,7180.487805,2073.170732,0,0,0,1356.097561,0,0,0,7180.487805,0,0,0,2073.170732
Thaton,Paung,MMR011008,0,0,0,34004,34004,34004,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thaton,Thaton,MMR011007,0,0,0,55489.66594,55489.66594,55489.66594,52,36,54,11,13,0,,,,10000,Not,52,36,54,11,13,,0,0,100,0.002439024,1356.097561,7180.487805,2073.170732,0,0,0,1356.097561,0,0,0,7180.487805,0,0,0,2073.170732
Det Khi Na,Det Khi Na Thi Ri,MMR018004,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det Khi Na,Lewe,MMR018007,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det Khi Na,Pyinmana,MMR018006,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det Khi Na,Za Bu Thi Ri,MMR018002,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oke Ta Ra,Oke Ta Ra Thi Ri,MMR018008,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oke Ta Ra,Poke Ba Thi Ri,MMR018005,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oke Ta Ra,Tatkon,MMR018003,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oke Ta Ra,Zay Yar Thi Ri,MMR018001,0,0,0,0,,0,,,,,,0,,,,,Not,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyaukpyu,Ann,MMR012014,3984,0,0,47978.54245,51962.54245,47978.54245,52,36,54,11,13,3984,,,,1000,Yes,52,36,54,11,13,,0,0,100,0.000243902,135.6097561,718.0487805,207.3170732,0,0,0,135.6097561,0,0,0,718.0487805,0,0,0,207.3170732
Kyaukpyu,Kyaukpyu,MMR012011,1001,0,0,45999,47000,45999,52,36,54,11,13,1001,,,,0,Yes,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyaukpyu,Munaung,MMR012012,0,0,0,14000,14000,14000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyaukpyu,Ramree,MMR012013,0,0,0,26000,26000,26000,52,36,54,11,13,0,,,,0,Not,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maungdaw,Buthidaung,MMR012010,7030,0,15260.83045,4927.692901,27218.52335,20188.52335,52,36,54,11,13,7030,,,,25000,Not,52,36,54,11,13,,0.545967553,84.07900318,15.37502927,0.006097561,3390.243902,17951.21951,5182.926829,0,18.50963168,2850.483279,521.2509922,0,98.00783393,15093.20642,2760.005254,0,28.29709879,4357.753214,796.8765169
Maungdaw,Maungdaw,MMR012009,0,92.20618358,14199.75227,2596.624585,16888.58304,16888.58304,52,36,54,11,13,0,,,,16889,Not,52,36,54,11,13,,0,75.59161304,24.40838696,0.004119268,2290.313171,12127.12585,3501.378049,0,0,1731.284669,559.0285012,0,0,9167.090049,2960.035805,0,0,2646.748146,854.629903
Mrauk-U,Kyauktaw,MMR012004,15095,0,14310.82829,51329.82131,80735.6496,65640.6496,52,36,54,11,13,15095,,,,40000,Not,52,36,54,11,13,,0,40.76022186,59.23977814,0.009756098,5424.390244,28721.95122,8292.682927,0,0,2210.993498,3213.396746,0,0,11707.13104,17014.82018,0,0,3380.115959,4912.566968
Mrauk-U,Minbya,MMR012005,2922,0,28083.06681,40815.15192,71820.21873,68898.21873,52,36,54,11,13,2922,,,,50000,Not,52,36,54,11,13,,0,24.97922532,75.02077468,0.012195122,6780.487805,35902.43902,10365.85366,0,0,1693.713327,5086.774478,0,0,8968.15114,26934.28788,0,0,2589.309942,7776.543717
Mrauk-U,Mrauk-U,MMR012003,22743,0,17342.15837,52084.16748,92169.32585,69426.32585,52,36,54,11,13,22743,,,,50000,Not,52,36,54,11,13,,0,21.80177737,78.19822263,0.012195122,6780.487805,35902.43902,10365.85366,0,0,1478.266856,5302.220949,0,0,7827.369828,28075.0692,0,0,2259.940338,8105.913321
Mrauk-U,Myebon,MMR012006,6579,0,0,29421,36000,29421,52,36,54,11,13,6579,,,,0,Yes,52,36,54,11,13,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sittwe,Pauktaw,MMR012007,24429,0,20423.70647,5147.293533,50000,25571,52,36,54,11,13,24429,,,,0,Yes,52,36,54,11,13,,0,18.45949147,81.54050853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sittwe,Ponnagyun,MMR012002,2889,0,905.5801936,33205.41981,37000,34111,52,36,54,11,13,2889,,,,0,Yes,52,36,54,11,13,,0,2.654804004,97.345196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
