District, Township ,Township Pcode,"internally displaced
people (IDP) -PiN","IDPs: returnees/resettled/
locally integrated -PiN","non-displaced stateless
people in Rakhine -PiN","Mostly vulnerable
crisis-affected people -PiN",Total PiN,Non-IDP,Female %,Children (Age <18) %,Adults (Age 18 -60) %,Elderly (Age 60+) %,People with disabilities %,"internally displaced
people (IDP) -target","IDPs: returnees/resettled/
locally integrated -target","non-displaced stateless
people in Rakhine -target","Mostly vulnerable
crisis-affected people -target",Total target,IDP Target > Total Target,Female % ,Children (Age <18) % ,Adults (Age 18 -60) % ,Elderly (Age 60+) % ,"Mostly vulnerable
crisis-affected people -target2",%IDP,%Returnees,%Rakhine Stateless,%Other Vulnerable,%Target,SO1 Target,SO2 Target,SO3 Target,IDP_SO1,Returnees_SO1,Rakhine Stateless_SO1,Other Vulnerable_SO1,IDP_SO2,Returnees_SO2,Rakhine Stateless_SO2,Other Vulnerable_SO2,IDP_SO3,Returnees_SO3,Rakhine Stateless_SO3,Other Vulnerable_SO3
Dawei,Thayetchaung,MMR006003,0,0,0,27160.58799,27160.58799,27160.58799,52,36,54,11,13,0,,,,4074,Not,52,36,54,11,13,,0,0,100,0.000993659,552.4741463,2925.330732,844.6097561,0,0,0,552.4741463,0,0,0,2925.330732,0,0,0,844.6097561
Dawei,Yebyu,MMR006004,200,0,0,31474.61099,31674.61099,31474.61099,52,36,54,11,13,200,,,,4751,Not,52,36,54,11,13,,0,0,100,0.00115878,644.2819512,3411.449756,984.9634146,0,0,0,644.2819512,0,0,0,3411.449756,0,0,0,984.9634146
Kawthoung,Bokpyin,MMR006010,0,0,0,21005.74407,21005.74407,21005.74407,52,36,54,11,13,0,,,,3151,Not,52,36,54,11,13,,0,0,100,0.000768537,427.3063415,2262.571707,653.2560976,0,0,0,427.3063415,0,0,0,2262.571707,0,0,0,653.2560976
Kawthoung,Kawthoung,MMR006009,0,0,0,35992.36746,35992.36746,35992.36746,52,36,54,11,13,0,,,,5399,Not,52,36,54,11,13,,0,0,100,0.001316829,732.1570732,3876.745366,1119.304878,0,0,0,732.1570732,0,0,0,3876.745366,0,0,0,1119.304878
Myeik,Kyunsu,MMR006006,0,0,0,44149.38643,44149.38643,44149.38643,52,36,54,11,13,0,,,,6622,Not,52,36,54,11,13,,0,0,100,0.001615122,898.0078049,4754.919024,1372.853659,0,0,0,898.0078049,0,0,0,4754.919024,0,0,0,1372.853659
Myeik,Myeik,MMR006005,0,0,0,73128.35757,73128.35757,73128.35757,52,36,54,11,13,0,,,,10969,Not,52,36,54,11,13,,0,0,100,0.002675366,1487.503415,7876.277073,2274.060976,0,0,0,1487.503415,0,0,0,7876.277073,0,0,0,2274.060976
Myeik,Palaw,MMR006007,725,0,0,33239.20384,33964.20384,33239.20384,52,36,54,11,13,725,,,,5095,Not,52,36,54,11,13,,0,0,100,0.001242683,690.9317073,3658.458537,1056.280488,0,0,0,690.9317073,0,0,0,3658.458537,0,0,0,1056.280488
Myeik,Tanintharyi,MMR006008,0,0,0,27466.73647,27466.73647,27466.73647,52,36,54,11,13,0,,,,4120,Not,52,36,54,11,13,,0,0,100,0.001004878,558.7121951,2958.360976,854.1463415,0,0,0,558.7121951,0,0,0,2958.360976,0,0,0,854.1463415
Yangon (East),Botahtaung,MMR013017,0,0,0,13358.19217,13358.19217,13358.19217,52,36,54,11,13,0,,,,13358,Not,52,36,54,11,13,,0,0,100,0.003258049,1811.475122,9591.69561,2769.341463,0,0,0,1811.475122,0,0,0,9591.69561,0,0,0,2769.341463
Yangon (East),Dagon Myothit (East),MMR013020,0,0,0,53969.76835,53969.76835,53969.76835,52,36,54,11,13,0,,,,53970,Not,52,36,54,11,13,,0,0,100,0.013163415,7318.858537,38753.09268,11188.90244,0,0,0,7318.858537,0,0,0,38753.09268,0,0,0,11188.90244
Yangon (East),Dagon Myothit (North),MMR013019,0,0,0,66456.31364,66456.31364,66456.31364,52,36,54,11,13,0,,,,66456,Not,52,36,54,11,13,,0,0,100,0.01620878,9012.081951,47718.64976,13777.46341,0,0,0,9012.081951,0,0,0,47718.64976,0,0,0,13777.46341
Yangon (East),Dagon Myothit (Seikkan),MMR013021,0,0,0,54562.81408,54562.81408,54562.81408,52,36,54,11,13,0,,,,54563,Not,52,36,54,11,13,,0,0,100,0.013308049,7399.275122,39178.89561,11311.84146,0,0,0,7399.275122,0,0,0,39178.89561,0,0,0,11311.84146
Yangon (East),Dagon Myothit (South),MMR013018,0,0,0,121100.59,121100.59,121100.59,52,36,54,11,13,0,,,,121101,Not,52,36,54,11,13,,0,0,100,0.029536829,16422.47707,86956.42537,25106.30488,0,0,0,16422.47707,0,0,0,86956.42537,0,0,0,25106.30488
Yangon (East),Dawbon,MMR013014,0,0,0,24544.59874,24544.59874,24544.59874,52,36,54,11,13,0,,,,24545,Not,52,36,54,11,13,,0,0,100,0.005986585,3328.541463,17624.50732,5088.597561,0,0,0,3328.541463,0,0,0,17624.50732,0,0,0,5088.597561
Yangon (East),Mingalartaungnyunt,MMR013022,0,0,0,43173.07754,43173.07754,43173.07754,52,36,54,11,13,0,,,,43173,Not,52,36,54,11,13,,0,0,100,0.01053,5854.68,31000.32,8950.5,0,0,0,5854.68,0,0,0,31000.32,0,0,0,8950.5
Yangon (East),North Okkalapa,MMR013012,0,0,0,108603.2917,108603.2917,108603.2917,52,36,54,11,13,0,,,,108603,Not,52,36,54,11,13,,0,0,100,0.026488537,14727.62634,77982.25171,22515.2561,0,0,0,14727.62634,0,0,0,77982.25171,0,0,0,22515.2561
Yangon (East),Pazundaung,MMR013016,0,0,0,15789.02797,15789.02797,15789.02797,52,36,54,11,13,0,,,,15789,Not,52,36,54,11,13,,0,0,100,0.003850976,2141.142439,11337.2722,3273.329268,0,0,0,2141.142439,0,0,0,11337.2722,0,0,0,3273.329268
Yangon (East),South Okkalapa,MMR013011,0,0,0,52502.79479,52502.79479,52502.79479,52,36,54,11,13,0,,,,52503,Not,52,36,54,11,13,,0,0,100,0.01280561,7119.919024,37699.71512,10884.76829,0,0,0,7119.919024,0,0,0,37699.71512,0,0,0,10884.76829
Yangon (East),Tamwe,MMR013015,0,0,0,53867.12582,53867.12582,53867.12582,52,36,54,11,13,0,,,,53867,Not,52,36,54,11,13,,0,0,100,0.013138293,7304.890732,38679.13366,11167.54878,0,0,0,7304.890732,0,0,0,38679.13366,0,0,0,11167.54878
Yangon (East),Thaketa,MMR013013,0,0,0,71868.01886,71868.01886,71868.01886,52,36,54,11,13,0,,,,71868,Not,52,36,54,11,13,,0,0,100,0.01752878,9746.001951,51604.72976,14899.46341,0,0,0,9746.001951,0,0,0,51604.72976,0,0,0,14899.46341
Yangon (East),Thingangyun,MMR013009,0,0,0,68260.86708,68260.86708,68260.86708,52,36,54,11,13,0,,,,68261,Not,52,36,54,11,13,,0,0,100,0.016649024,9256.857561,49014.7278,14151.67073,0,0,0,9256.857561,0,0,0,49014.7278,0,0,0,14151.67073
Yangon (East),Yankin,MMR013010,0,0,0,23117.70465,23117.70465,23117.70465,52,36,54,11,13,0,,,,23118,Not,52,36,54,11,13,,0,0,100,0.005638537,3135.026341,16599.85171,4792.756098,0,0,0,3135.026341,0,0,0,16599.85171,0,0,0,4792.756098
Yangon (North),Hlaingtharya,MMR013008,0,0,0,227976,227976,227976,52,36,54,11,13,0,,,,227976,Not,52,36,54,11,13,,0,0,100,0.055603902,30915.76976,163697.8888,47263.31707,0,0,0,30915.76976,0,0,0,163697.8888,0,0,0,47263.31707
Yangon (North),Hlegu,MMR013004,0,0,0,88220.76613,88220.76613,88220.76613,52,36,54,11,13,0,,,,88221,Not,52,36,54,11,13,,0,0,100,0.021517317,11963.62829,63346.98146,18289.71951,0,0,0,11963.62829,0,0,0,63346.98146,0,0,0,18289.71951
Yangon (North),Hmawbi,MMR013003,0,0,0,79705.02045,79705.02045,79705.02045,52,36,54,11,13,0,,,,79705,Not,52,36,54,11,13,,0,0,100,0.019440244,10808.77561,57232.07805,16524.20732,0,0,0,10808.77561,0,0,0,57232.07805,0,0,0,16524.20732
Yangon (North),Htantabin,MMR013006,0,0,0,47506.22157,47506.22157,47506.22157,52,36,54,11,13,0,,,,47506,Not,52,36,54,11,13,,0,0,100,0.011586829,6442.277073,34111.62537,9848.804878,0,0,0,6442.277073,0,0,0,34111.62537,0,0,0,9848.804878
Yangon (North),Insein,MMR013001,0,0,0,99476.25275,99476.25275,99476.25275,52,36,54,11,13,0,,,,99476,Not,52,36,54,11,13,,0,0,100,0.024262439,13489.9161,71428.62049,20623.07317,0,0,0,13489.9161,0,0,0,71428.62049,0,0,0,20623.07317
Yangon (North),Mingaladon,MMR013002,0,0,0,108047.067,108047.067,108047.067,52,36,54,11,13,0,,,,108047,Not,52,36,54,11,13,,0,0,100,0.026352927,14652.22732,77583.01659,22399.9878,0,0,0,14652.22732,0,0,0,77583.01659,0,0,0,22399.9878
Yangon (North),Shwepyithar,MMR013007,0,0,0,111937.7076,111937.7076,111937.7076,52,36,54,11,13,0,,,,111938,Not,52,36,54,11,13,,0,0,100,0.027301951,15179.88488,80376.94439,23206.65854,0,0,0,15179.88488,0,0,0,80376.94439,0,0,0,23206.65854
Yangon (North),Taikkyi,MMR013005,0,0,0,90347.58453,90347.58453,90347.58453,52,36,54,11,13,0,,,,90348,Not,52,36,54,11,13,,0,0,100,0.022036098,12252.07024,64874.27122,18730.68293,0,0,0,12252.07024,0,0,0,64874.27122,0,0,0,18730.68293
Yangon (South),Cocokyun,MMR013032,0,0,0,632.1476477,632.1476477,632.1476477,52,36,54,11,13,0,,,,632,Not,52,36,54,11,13,,0,0,100,0.000154146,85.70536585,453.8068293,131.0243902,0,0,0,85.70536585,0,0,0,453.8068293,0,0,0,131.0243902
Yangon (South),Dala,MMR013030,0,0,0,56325.33296,56325.33296,56325.33296,52,36,54,11,13,0,,,,56325,Not,52,36,54,11,13,,0,0,100,0.013737805,7638.219512,40444.09756,11677.13415,0,0,0,7638.219512,0,0,0,40444.09756,0,0,0,11677.13415
Yangon (South),Kawhmu,MMR013028,0,0,0,38792.35952,38792.35952,38792.35952,52,36,54,11,13,0,,,,38792,Not,52,36,54,11,13,,0,0,100,0.009461463,5260.573659,27854.54829,8042.243902,0,0,0,5260.573659,0,0,0,27854.54829,0,0,0,8042.243902
Yangon (South),Kayan,MMR013026,0,0,0,51490.381,51490.381,51490.381,52,36,54,11,13,0,,,,51490,Not,52,36,54,11,13,,0,0,100,0.012558537,6982.546341,36972.33171,10674.7561,0,0,0,6982.546341,0,0,0,36972.33171,0,0,0,10674.7561
Yangon (South),Kungyangon,MMR013029,0,0,0,36375.20939,36375.20939,36375.20939,52,36,54,11,13,0,,,,36375,Not,52,36,54,11,13,,0,0,100,0.008871951,4932.804878,26119.02439,7541.158537,0,0,0,4932.804878,0,0,0,26119.02439,0,0,0,7541.158537
Yangon (South),Kyauktan,MMR013024,0,0,0,54562.81408,54562.81408,54562.81408,52,36,54,11,13,0,,,,54563,Not,52,36,54,11,13,,0,0,100,0.013308049,7399.275122,39178.89561,11311.84146,0,0,0,7399.275122,0,0,0,39178.89561,0,0,0,11311.84146
Yangon (South),Seikgyikanaungto,MMR013031,0,0,0,11079.85385,11079.85385,11079.85385,52,36,54,11,13,0,,,,11080,Not,52,36,54,11,13,,0,0,100,0.002702439,1502.556098,7955.980488,2297.073171,0,0,0,1502.556098,0,0,0,7955.980488,0,0,0,2297.073171
Yangon (South),Thanlyin,MMR013023,0,0,0,87348.14169,87348.14169,87348.14169,52,36,54,11,13,0,,,,87348,Not,52,36,54,11,13,,0,0,100,0.02130439,11845.24098,62720.12488,18108.73171,0,0,0,11845.24098,0,0,0,62720.12488,0,0,0,18108.73171
Yangon (South),Thongwa,MMR013025,0,0,0,51443.78455,51443.78455,51443.78455,52,36,54,11,13,0,,,,51444,Not,52,36,54,11,13,,0,0,100,0.012547317,6976.308293,36939.30146,10665.21951,0,0,0,6976.308293,0,0,0,36939.30146,0,0,0,10665.21951
Yangon (South),Twantay,MMR013027,0,0,0,73914.35248,73914.35248,73914.35248,52,36,54,11,13,0,,,,73914,Not,52,36,54,11,13,,0,0,100,0.018027805,10023.45951,53073.85756,15323.63415,0,0,0,10023.45951,0,0,0,53073.85756,0,0,0,15323.63415
Yangon (West),Ahlone,MMR013037,0,0,0,18078.77103,18078.77103,18078.77103,52,36,54,11,13,0,,,,18079,Not,52,36,54,11,13,,0,0,100,0.004409512,2451.68878,12981.6039,3748.085366,0,0,0,2451.68878,0,0,0,12981.6039,0,0,0,3748.085366
Yangon (West),Bahan,MMR013044,0,0,0,31520.05477,31520.05477,31520.05477,52,36,54,11,13,0,,,,31520,Not,52,36,54,11,13,,0,0,100,0.007687805,4274.419512,22632.89756,6534.634146,0,0,0,4274.419512,0,0,0,22632.89756,0,0,0,6534.634146
Yangon (West),Dagon,MMR013043,0,0,0,8172.952216,8172.952216,8172.952216,52,36,54,11,13,0,,,,8173,Not,52,36,54,11,13,,0,0,100,0.001993415,1108.338537,5868.612683,1694.402439,0,0,0,1108.338537,0,0,0,5868.612683,0,0,0,1694.402439
Yangon (West),Hlaing,MMR013040,0,0,0,52235.92421,52235.92421,52235.92421,52,36,54,11,13,0,,,,52236,Not,52,36,54,11,13,,0,0,100,0.012740488,7083.71122,37507.9961,10829.41463,0,0,0,7083.71122,0,0,0,37507.9961,0,0,0,10829.41463
Yangon (West),Kamaryut,MMR013041,0,0,0,27556.7497,27556.7497,27556.7497,52,36,54,11,13,0,,,,27557,Not,52,36,54,11,13,,0,0,100,0.00672122,3736.998049,19787.27024,5713.036585,0,0,0,3736.998049,0,0,0,19787.27024,0,0,0,5713.036585
Yangon (West),Kyauktada,MMR013033,0,0,0,9727.579241,9727.579241,9727.579241,52,36,54,11,13,0,,,,9728,Not,52,36,54,11,13,,0,0,100,0.002372683,1319.211707,6985.178537,2016.780488,0,0,0,1319.211707,0,0,0,6985.178537,0,0,0,2016.780488
Yangon (West),Kyeemyindaing,MMR013038,0,0,0,36336.75917,36336.75917,36336.75917,52,36,54,11,13,0,,,,36337,Not,52,36,54,11,13,,0,0,100,0.008862683,4927.651707,26091.73854,7533.280488,0,0,0,4927.651707,0,0,0,26091.73854,0,0,0,7533.280488
Yangon (West),Lanmadaw,MMR013035,0,0,0,15367.05313,15367.05313,15367.05313,52,36,54,11,13,0,,,,15367,Not,52,36,54,11,13,,0,0,100,0.003748049,2083.915122,11034.25561,3185.841463,0,0,0,2083.915122,0,0,0,11034.25561,0,0,0,3185.841463
Yangon (West),Latha,MMR013036,0,0,0,8164.805984,8164.805984,8164.805984,52,36,54,11,13,0,,,,8165,Not,52,36,54,11,13,,0,0,100,0.001991463,1107.253659,5862.868293,1692.743902,0,0,0,1107.253659,0,0,0,5862.868293,0,0,0,1692.743902
Yangon (West),Mayangone,MMR013042,0,0,0,64554.98295,64554.98295,64554.98295,52,36,54,11,13,0,,,,64555,Not,52,36,54,11,13,,0,0,100,0.015745122,8754.287805,46353.63902,13383.35366,0,0,0,8754.287805,0,0,0,46353.63902,0,0,0,13383.35366
Yangon (West),Pabedan,MMR013034,0,0,0,10862.51236,10862.51236,10862.51236,52,36,54,11,13,0,,,,10863,Not,52,36,54,11,13,,0,0,100,0.002649512,1473.12878,7800.163902,2252.085366,0,0,0,1473.12878,0,0,0,7800.163902,0,0,0,2252.085366
Yangon (West),Sanchaung,MMR013039,0,0,0,32460.78171,32460.78171,32460.78171,52,36,54,11,13,0,,,,32461,Not,52,36,54,11,13,,0,0,100,0.007917317,4402.028293,23308.58146,6729.719512,0,0,0,4402.028293,0,0,0,23308.58146,0,0,0,6729.719512
Yangon (West),Seikkan,MMR013045,0,0,0,920.8501301,920.8501301,920.8501301,52,36,54,11,13,0,,,,921,Not,52,36,54,11,13,,0,0,100,0.000224634,124.8965854,661.3229268,190.9390244,0,0,0,124.8965854,0,0,0,661.3229268,0,0,0,190.9390244
